GeneID	X.BAMS.N2WT_INP_.bam	X.BAMS.N2HS_INP_.bam	X.BAMS.N2.J2.1_.bam	X.BAMS.N2.J2.2_.bam	X.BAMS.N2.J2.3_.bam	X.BAMS.N2HS_J2A_.bam	X.BAMS.N2HS_J2B_.bam
WBGene00009682	292	13	97	108	86	11	10
WBGene00194914	1	1	2	2	2	2	1
WBGene00045002	1	1	2	2	2	1	1
WBGene00009683	22	16	10	6	14	1	3
WBGene00009684	330	11	143	143	146	11	14
WBGene00001487	42	7	20	15	26	5	3
WBGene00000858	93	114	54	60	57	83	93
WBGene00012171	4	3	4	8	5	1	1
WBGene00012172	48	21	24	25	31	8	4
WBGene00012173	14	12	28	10	14	39	3
WBGene00045182	1	1	2	4	10	2	2
WBGene00167487	1	1	2	2	2	1	1
WBGene00198720	4	1	4	4	2	1	1
WBGene00003576	3968	5584	2268	1793	1914	2073	2503
WBGene00007305	58	41	44	39	26	9	5
WBGene00003432	777	123	465	503	384	48	89
WBGene00045104	4	3	2	4	7	1	1
WBGene00007308	662	30	723	650	697	20	31
WBGene00007309	109	105	185	197	217	69	59
WBGene00001621	61	164	20	15	31	55	54
WBGene00010680	10	25	4	14	7	18	4
WBGene00235166	1	1	2	4	2	1	1
WBGene00200164	1	2	2	2	2	1	1
WBGene00011774	37	10	12	10	26	19	20
WBGene00196695	6	2	2	4	5	1	1
WBGene00196729	3	14	4	2	2	1	4
WBGene00010556	9120	15204	11324	9716	11297	22317	22246
WBGene00010557	1437	2008	937	803	812	1102	1186
WBGene00001794	2291	3300	906	866	986	1680	1872
WBGene00198751	1	2	2	2	2	1	2
WBGene00197094	1	2	2	2	2	1	1
WBGene00199665	1	1	2	2	7	2	1
WBGene00045022	3	1	2	2	2	1	1
WBGene00000698	28813	23454	14844	14899	13555	15414	17327
WBGene00003531	8	6	4	6	7	14	17
WBGene00201897	1	2	2	2	2	1	2
WBGene00219577	1	1	2	2	2	2	1
WBGene00008512	31	11	16	17	19	47	33
WBGene00000910	166	178	187	155	205	171	158
WBGene00173665	1	1	2	2	2	1	1
WBGene00169881	1	1	2	2	2	1	1
WBGene00044922	42	7	10	10	7	13	7
WBGene00012784	53	16	22	17	14	2	2
WBGene00004140	1248	1011	1766	1363	1683	1204	1323
WBGene00201052	1	1	2	2	2	1	1
WBGene00202398	1	1	2	2	2	1	1
WBGene00201400	1	1	2	2	2	1	1
WBGene00044254	4	5	2	2	5	1	1
WBGene00172854	1	1	2	2	2	1	1
WBGene00169225	1	1	2	2	2	1	1
WBGene00011238	10	5	20	10	10	5	5
WBGene00011240	9406	11772	13018	11753	12524	12565	13556
WBGene00001669	112	204	68	70	60	38	40
WBGene00196336	1	2	2	2	2	1	1
WBGene00195626	1	1	2	2	2	1	1
WBGene00002084	15	5	10	15	26	13	9
WBGene00008731	46	46	40	37	45	29	18
WBGene00008734	5	1	2	2	2	1	1
WBGene00201490	1	1	2	2	2	1	1
WBGene00173075	1	1	2	2	2	1	1
WBGene00008485	27	19	22	37	10	7	8
WBGene00008491	14	10	16	43	24	50	11
WBGene00168555	1	2	2	2	2	1	1
WBGene00220252	3	10	4	4	2	2	2
WBGene00000288	88	18	97	66	124	24	20
WBGene00011593	9	5	8	4	2	3	4
WBGene00011594	51	10	12	19	21	24	18
WBGene00165755	1	1	2	2	2	1	1
WBGene00011597	935	941	1249	1062	1196	1256	1168
WBGene00011601	674	729	508	425	446	849	755
WBGene00196255	3	1	2	2	5	2	1
WBGene00168565	4	1	2	6	5	1	2
WBGene00198136	3	1	4	4	5	2	1
WBGene00200531	1	1	2	2	2	1	1
WBGene00001163	60	35	48	60	53	49	40
WBGene00008076	108	82	79	72	76	27	20
WBGene00008077	27	10	12	27	21	9	6
WBGene00008074	65	43	32	31	33	12	5
WBGene00045024	8	7	14	27	10	11	2
WBGene00011179	55	26	8	6	2	17	5
WBGene00011180	32	9	6	15	12	4	4
WBGene00011181	210	278	183	149	160	46	54
WBGene00011183	1	2	4	2	2	2	2
WBGene00004228	166	88	149	116	138	90	107
WBGene00011184	5	49	4	6	5	16	16
WBGene00010144	19	12	4	8	2	7	5
WBGene00010145	1	30	8	2	2	3	2
WBGene00255435	4	1	2	2	2	1	1
WBGene00010646	192	4963	153	114	131	1509	1802
WBGene00001476	212	35	121	89	117	21	22
WBGene00010649	34	28	12	27	14	8	10
WBGene00001477	684	112	230	193	253	26	46
WBGene00011288	11	3	16	14	2	17	3
WBGene00194984	3	2	4	2	2	1	1
WBGene00011290	9	2	12	4	5	5	3
WBGene00165233	1	1	2	2	2	1	1
WBGene00011294	11	32	10	14	5	7	5
WBGene00011297	18	2	18	19	24	12	5
WBGene00169900	1	1	2	2	5	1	1
WBGene00013856	1	6	2	2	7	11	15
WBGene00001730	50	11	12	17	17	11	14
WBGene00012009	9	6	16	8	21	9	5
WBGene00012013	132	25	70	50	93	32	39
WBGene00044990	22	26	18	23	19	13	15
WBGene00044991	10	2	6	8	2	3	3
WBGene00174309	1	1	2	2	2	1	1
WBGene00167883	1	1	2	2	2	1	1
WBGene00165016	1	1	2	2	2	1	1
WBGene00219603	3	1	4	8	5	9	8
WBGene00011259	1446	700	1891	1549	1692	1104	1146
WBGene00200155	1	1	2	4	2	1	1
WBGene00199277	1	3	2	8	10	2	1
WBGene00014825	15	7	14	6	5	7	2
WBGene00255574	3	1	8	8	5	2	2
WBGene00008750	1123	987	1265	917	1103	863	947
WBGene00008751	1	1	2	2	2	2	1
WBGene00008752	3	1	2	2	2	1	1
WBGene00044797	34	68	8	19	14	17	12
WBGene00166271	1	1	2	2	2	1	1
WBGene00194922	1	1	2	4	5	1	1
WBGene00014006	198	80	42	15	48	18	14
WBGene00200838	1	6	4	4	2	1	1
WBGene00014001	774	247	429	398	413	240	214
WBGene00014002	38	12	16	15	12	7	6
WBGene00194805	3	1	8	6	5	1	2
WBGene00014003	6	4	8	4	14	31	8
WBGene00195354	1	6	2	4	5	3	3
WBGene00014004	1298	2919	665	592	718	875	971
WBGene00003340	6	2	2	2	5	4	1
WBGene00014005	29	16	22	21	12	11	7
WBGene00013474	407	18	348	257	337	27	28
WBGene00013475	42	8	22	23	17	12	4
WBGene00013476	6	4	6	17	7	1	2
WBGene00198311	1	1	2	2	2	1	1
WBGene00198918	4	1	2	4	5	2	1
WBGene00005531	10	12	4	8	5	6	4
WBGene00201914	1	1	2	2	2	1	1
WBGene00013478	8	3	4	10	7	2	4
WBGene00195659	1	2	6	8	7	1	1
WBGene00198864	10	1	20	19	14	2	2
WBGene00196904	1	1	6	4	2	12	2
WBGene00012794	247	424	195	145	189	227	266
WBGene00008776	10	22	10	10	5	33	32
WBGene00045056	28	26	14	15	12	6	6
WBGene00008773	6	11	6	6	5	3	1
WBGene00201826	1	1	4	2	2	2	1
WBGene00000109	3518	2204	2260	2062	2210	1821	1828
WBGene00009495	10	4	8	12	21	11	19
WBGene00006490	2384	1992	2485	2191	2489	2386	2227
WBGene00009496	10	16	6	4	7	6	6
WBGene00009492	42	11	34	29	31	3	4
WBGene00002992	782	821	777	799	828	1015	999
WBGene00012384	66	45	870	1069	1067	811	1345
WBGene00220032	11	357	4	6	2	96	143
WBGene00002214	2753	7490	1478	1363	1375	2559	2596
WBGene00010883	24	10	16	19	7	4	5
WBGene00200791	1	2	2	4	5	1	1
WBGene00014505	1010	718	2063	2058	2201	1133	1308
WBGene00011479	93	63	73	87	74	83	64
WBGene00219576	1	1	2	4	5	2	1
WBGene00008503	1656	2428	854	849	835	1856	1874
WBGene00198087	1	1	2	2	5	1	1
WBGene00197093	3	2	2	2	2	1	1
WBGene00003657	31	15	20	21	29	13	7
WBGene00004309	9	9	6	12	12	4	4
WBGene00011122	1402	1632	1523	1193	1592	2185	2098
WBGene00004199	853	908	826	687	847	1089	1273
WBGene00011123	496	638	338	333	320	365	365
WBGene00235134	5	5	6	10	14	2	1
WBGene00011131	172	101	568	453	544	161	152
WBGene00011129	22	12	26	10	7	5	3
WBGene00199692	1	1	2	2	2	1	1
WBGene00200525	1	1	2	2	2	1	1
WBGene00202098	1	1	2	2	2	1	1
WBGene00045197	4	2	2	8	2	5	2
WBGene00170570	1	1	2	2	2	1	1
WBGene00201716	1	1	2	2	2	1	1
WBGene00007335	31	12	30	23	24	8	4
WBGene00010046	50	12	42	39	55	5	4
WBGene00195927	1	1	2	2	2	1	1
WBGene00010047	845	753	773	605	714	435	468
WBGene00219550	1	1	2	2	2	1	1
WBGene00044290	445	1099	111	143	105	176	268
WBGene00235095	6	8	4	2	2	4	6
WBGene00197129	1	1	2	2	2	1	1
WBGene00202089	1	2	2	4	7	2	2
WBGene00011337	79	82	50	60	53	67	45
WBGene00014828	1	1	4	2	2	1	1
WBGene00196108	1	2	4	2	2	1	1
WBGene00006459	25	6	32	25	50	21	16
WBGene00166243	1	5	8	4	2	17	8
WBGene00201441	3	2	4	4	2	19	15
WBGene00001938	109189	156734	53663	55181	49417	56779	67855
WBGene00196972	11	1	2	4	2	2	1
WBGene00007006	36	51	32	44	21	17	20
WBGene00010409	1159	1663	920	704	866	1748	1964
WBGene00197257	1	10	2	2	7	2	3
WBGene00196466	3	4	2	2	2	1	2
WBGene00219458	4	3	10	8	7	16	3
WBGene00199967	1	2	2	2	2	1	1
WBGene00006678	97	40	64	72	141	31	38
WBGene00198509	3	2	8	8	7	5	5
WBGene00201711	8	16	4	6	2	7	7
WBGene00003218	3668	4260	3333	2845	3153	3971	3812
WBGene00010846	339	486	175	151	193	236	285
WBGene00200662	1	2	2	2	2	1	1
WBGene00195921	1	1	2	2	5	1	1
WBGene00004360	571	545	542	435	556	672	612
WBGene00008720	3340	5084	3168	2733	2843	3453	3818
WBGene00009587	4340	3425	6731	5844	6526	5037	5502
WBGene00014085	64	16	50	33	48	9	5
WBGene00004192	56	10	79	87	76	21	23
WBGene00200618	1	1	2	2	2	1	1
WBGene00197246	5	2	8	17	12	1	1
WBGene00195005	11	2	18	12	14	7	16
WBGene00014076	319	355	381	309	325	181	200
WBGene00194934	29	19	42	23	26	19	18
WBGene00014080	344	267	286	174	158	195	213
WBGene00196384	8	1	4	2	2	1	1
WBGene00201031	1	2	2	2	2	2	2
WBGene00235132	3	2	4	4	2	1	1
WBGene00014079	64	64	48	27	41	24	21
WBGene00011910	92	17	121	108	100	28	14
WBGene00196767	1	2	2	2	2	1	1
WBGene00200392	3	2	2	4	5	1	1
WBGene00199383	5	1	2	2	2	1	1
WBGene00010448	46	24	10	19	36	17	10
WBGene00010447	18	12	8	8	2	2	2
WBGene00001577	268	106	236	124	212	113	117
WBGene00011727	88	20	60	33	41	11	9
WBGene00011728	4	7	2	4	2	4	1
WBGene00011726	206	75	260	211	241	41	41
WBGene00197997	3	1	2	2	2	1	1
WBGene00199259	1	1	2	2	2	1	1
WBGene00196518	3	1	2	2	2	1	1
WBGene00199479	1	2	2	2	2	1	1
WBGene00202260	1	1	2	2	2	1	1
WBGene00198134	1	1	2	2	2	1	1
WBGene00219602	9	4	8	6	14	3	5
WBGene00010918	355	93	447	350	430	114	107
WBGene00199485	1	11	6	4	5	1	2
WBGene00010919	42	44	32	14	10	25	18
WBGene00010921	32	7	34	19	17	7	8
WBGene00044768	42	9	36	31	29	9	14
WBGene00009546	58	19	50	46	48	32	19
WBGene00197144	3	3	2	4	5	2	1
WBGene00009547	80	71	101	75	91	27	32
WBGene00009548	95	65	32	35	36	6	2
WBGene00009549	13	8	2	8	5	2	1
WBGene00007801	151	96	111	79	136	56	48
WBGene00007802	13	10	22	19	14	14	4
WBGene00196164	1	1	2	2	2	2	1
WBGene00003633	98	54	103	91	136	116	151
WBGene00012163	8	2	10	12	7	3	3
WBGene00219327	3	20	2	2	2	2	2
WBGene00219456	8	3	6	12	12	8	19
WBGene00194665	39	26	62	37	62	45	46
WBGene00014091	525	265	232	213	193	170	186
WBGene00003736	117	45	46	66	69	61	54
WBGene00202480	3	2	2	2	5	1	1
WBGene00201356	1	1	2	2	2	1	1
WBGene00198258	1	1	4	2	5	2	1
WBGene00198595	1	11	2	2	2	2	1
WBGene00171979	1	1	2	2	2	1	1
WBGene00196325	3	1	2	2	2	1	1
WBGene00202264	3	1	2	2	2	1	1
WBGene00171416	3	1	2	2	2	1	1
WBGene00200248	1	2	2	2	2	1	1
WBGene00197058	1	1	2	2	2	1	2
WBGene00198333	1	2	4	2	2	1	1
WBGene00201849	6	30	4	2	2	2	6
WBGene00199794	3	106	2	4	2	9	9
WBGene00004971	5	8	4	6	7	4	5
WBGene00201015	1	3	2	2	2	2	1
WBGene00011739	337	648	207	151	146	382	433
WBGene00005015	4480	8186	4256	3713	3945	5662	6016
WBGene00172658	1	1	2	2	2	1	1
WBGene00010669	17	16	8	12	14	7	1
WBGene00045036	17	14	12	8	5	4	2
WBGene00010892	830	1147	556	499	587	764	798
WBGene00007091	1351	881	1966	1524	1816	993	1206
WBGene00174089	1	1	2	2	2	1	1
WBGene00008967	8	2	6	14	7	12	13
WBGene00198058	1	1	2	2	2	1	1
WBGene00197274	3	3	2	2	2	1	1
WBGene00196450	3	3	2	2	2	1	1
WBGene00201139	3	13	4	4	7	1	2
WBGene00196293	3	3	2	2	2	1	1
WBGene00200689	1	2	2	2	2	1	1
WBGene00201915	10	1	24	12	24	5	3
WBGene00195399	5	1	4	2	2	2	3
WBGene00009437	29	45	18	19	2	10	7
WBGene00170609	1	1	2	2	2	1	1
WBGene00196985	5	7	4	2	2	1	1
WBGene00196020	1	16	4	2	2	1	3
WBGene00009438	10	11	4	4	7	10	7
WBGene00045314	1	2	2	2	2	1	1
WBGene00173640	1	1	2	2	2	1	1
WBGene00166374	1	1	2	2	2	1	1
WBGene00016591	233	307	151	118	143	157	185
WBGene00016589	902	1280	691	634	709	1273	1164
WBGene00016588	849	801	882	716	871	1006	1083
WBGene00016587	53	77	66	60	55	44	23
WBGene00220013	1	3	2	4	2	1	1
WBGene00008949	11	2	4	4	2	5	2
WBGene00235298	1	1	2	2	2	1	1
WBGene00008950	33	10	18	25	33	4	2
WBGene00197580	1	1	2	2	2	1	1
WBGene00171001	1	1	2	2	2	1	1
WBGene00013921	263	162	246	220	193	60	68
WBGene00000376	8918	6560	13618	22958	11316	13127	13447
WBGene00168474	1	5	2	2	2	1	1
WBGene00009214	4	2	2	4	2	4	1
WBGene00170805	1	1	2	2	2	1	1
WBGene00167067	1	1	2	2	2	1	1
WBGene00165970	1	1	2	2	2	1	1
WBGene00166065	1	1	2	2	2	1	1
WBGene00009219	422	416	181	143	148	279	312
WBGene00202371	1	2	2	2	2	1	1
WBGene00196206	1	1	2	4	2	1	1
WBGene00008580	583	1984	516	464	494	1268	1405
WBGene00008581	31	4	26	15	21	4	4
WBGene00195407	1	1	2	2	2	1	1
WBGene00199784	1	1	2	2	2	1	1
WBGene00199029	3	1	2	2	5	1	1
WBGene00201775	1	1	2	2	5	1	1
WBGene00200755	4	1	2	2	5	1	1
WBGene00196906	1	1	2	2	2	1	1
WBGene00008583	99	213	56	52	67	39	22
WBGene00023502	14	12	6	8	7	7	3
WBGene00008584	34	12	30	21	17	18	16
WBGene00007729	15	8	20	15	29	7	5
WBGene00255469	3	4	2	4	2	1	1
WBGene00007733	166	13	83	89	76	6	7
WBGene00007734	11	7	6	15	5	4	3
WBGene00169364	1	1	2	2	2	1	1
WBGene00007736	1590	1926	1642	1311	1578	1459	1468
WBGene00011418	1148	1639	1124	917	1136	975	930
WBGene00005689	1	3	4	2	2	2	1
WBGene00001865	1889	1447	1843	1439	1714	1981	1916
WBGene00005683	8	2	6	6	10	5	2
WBGene00005682	1	2	6	4	2	2	1
WBGene00005681	8	6	14	6	7	5	5
WBGene00005680	3	2	4	4	5	2	1
WBGene00045131	9	7	10	6	10	18	6
WBGene00005673	1	2	4	2	2	1	1
WBGene00197004	1	1	2	2	5	1	1
WBGene00166285	1	1	2	2	2	1	1
WBGene00198279	3	1	2	2	5	1	1
WBGene00001820	205	44	129	166	169	56	74
WBGene00166564	1	1	2	2	2	1	1
WBGene00014081	166	154	107	106	107	107	72
WBGene00219640	61	20	44	159	31	17	5
WBGene00014084	10	2	4	2	10	1	2
WBGene00010673	50	73	44	43	36	65	58
WBGene00202123	1	2	2	2	5	3	1
WBGene00014427	11	4	2	2	2	9	4
WBGene00006916	1721	3850	1781	1390	1656	3154	3288
WBGene00007752	2349	2145	3339	2756	3034	2258	2133
WBGene00011941	145	143	40	58	55	74	95
WBGene00011940	2106	2363	2556	2071	2461	2606	2954
WBGene00007777	163	59	115	106	138	18	20
WBGene00011949	23	34	14	4	12	22	17
WBGene00011950	14	8	4	2	2	1	1
WBGene00045184	1	1	2	2	5	1	1
WBGene00168234	1	1	2	4	2	1	1
WBGene00002128	53	17	68	46	64	34	19
WBGene00206520	3	2	2	2	5	4	1
WBGene00167793	14	1	8	10	5	1	1
WBGene00006767	39564	4082	6788	6169	7320	31620	14103
WBGene00008554	29	138	12	8	10	13	12
WBGene00008553	29	14	6	17	10	7	5
WBGene00045067	3	3	4	2	5	5	2
WBGene00004030	16207	1414	2679	2361	2788	12701	5963
WBGene00008555	1709	1223	3126	2833	3270	1773	1992
WBGene00001543	31	63	32	35	43	21	28
WBGene00010655	6	3	6	4	10	5	2
WBGene00194926	4	2	12	8	2	9	4
WBGene00185092	24	4	62	25	60	25	31
WBGene00194918	3	1	2	2	2	1	1
WBGene00194919	1	1	2	2	2	1	1
WBGene00185093	3	1	8	10	5	2	1
WBGene00010656	5	1	2	2	5	1	1
WBGene00007865	1	1	2	2	2	2	1
WBGene00007866	18	9	2	8	7	7	3
WBGene00007867	10	27	20	14	12	24	11
WBGene00171986	1	1	2	2	2	1	1
WBGene00007870	154	79	304	307	277	100	111
WBGene00007873	14	33	12	10	5	22	3
WBGene00007874	10	2	6	4	7	1	1
WBGene00007876	1	4	8	6	2	4	1
WBGene00010129	3	4	2	4	2	2	1
WBGene00196776	1	6	4	2	2	1	1
WBGene00010126	4	2	6	2	2	2	1
WBGene00010127	4	7	2	8	2	4	1
WBGene00010128	29	12	18	29	24	21	14
WBGene00168199	1	1	2	2	2	1	1
WBGene00010124	15	16	6	8	5	9	3
WBGene00010745	8	8	6	6	7	7	6
WBGene00010746	6	6	4	8	12	7	3
WBGene00000134	8	51	38	35	31	39	37
WBGene00009890	8	25	4	6	2	7	4
WBGene00009891	8	2	4	2	5	1	2
WBGene00197568	3	1	2	2	2	1	1
WBGene00009892	3	2	4	2	2	4	2
WBGene00009893	14	4	6	10	12	1	2
WBGene00004742	6	2	2	4	7	4	1
WBGene00008026	4	2	4	4	2	2	2
WBGene00008027	80	30	12	25	7	24	22
WBGene00008028	51	16	14	14	12	16	9
WBGene00008029	4	3	2	4	2	5	1
WBGene00008030	5	12	2	2	2	3	1
WBGene00167212	3	1	2	2	2	1	1
WBGene00197611	3	1	2	2	2	1	1
WBGene00008033	79	46	30	60	48	59	39
WBGene00199305	1	1	2	2	2	1	1
WBGene00008035	1402	1461	1551	1377	1508	1623	1719
WBGene00007201	574	1787	377	275	310	640	668
WBGene00023421	421	673	336	269	346	521	514
WBGene00007202	191	312	103	91	119	146	150
WBGene00006766	65	31	36	37	50	17	17
WBGene00007206	48	41	56	52	93	60	72
WBGene00007208	48	41	56	52	93	60	72
WBGene00008626	8	6	10	6	31	5	4
WBGene00003421	1458	2332	2028	1679	1943	1825	1896
WBGene00235128	4	1	2	2	2	1	2
WBGene00008625	8	2	4	6	7	5	1
WBGene00200869	1	1	2	2	2	1	1
WBGene00010241	107	21	70	64	60	4	8
WBGene00172814	1	1	2	4	2	1	1
WBGene00196217	1	1	2	2	2	1	1
WBGene00196104	1	2	2	2	2	1	1
WBGene00195628	1	3	2	2	2	1	1
WBGene00010436	122	82	70	29	72	82	88
WBGene00010439	375	371	590	569	527	664	629
WBGene00010442	14	26	8	6	7	27	18
WBGene00194915	13	2	22	15	12	7	6
WBGene00000818	1347	1381	973	919	991	1412	1447
WBGene00014941	43	13	77	41	60	63	46
WBGene00196147	3	2	2	2	5	2	2
WBGene00196912	3	2	4	2	2	4	2
WBGene00012189	27	88	24	27	38	30	25
WBGene00012190	6	14	2	6	7	5	3
WBGene00044280	6	3	32	25	31	21	33
WBGene00174903	1	1	2	2	2	1	1
WBGene00166561	1	1	2	2	2	1	1
WBGene00013375	10	8	8	14	29	11	5
WBGene00003142	501	413	316	226	246	222	262
WBGene00003077	352	1064	199	215	198	369	418
WBGene00010711	18	6	8	6	2	8	9
WBGene00174525	1	1	2	2	2	1	1
WBGene00197700	1	1	2	2	2	1	1
WBGene00198473	1	1	2	2	2	26	13
WBGene00195917	1	1	2	2	2	47	23
WBGene00012640	353	217	1011	845	1022	684	767
WBGene00012639	5	10	6	6	10	10	14
WBGene00012637	20	10	16	23	24	11	11
WBGene00012636	17	7	4	6	7	2	4
WBGene00012635	17	21	12	17	14	21	20
WBGene00196940	1	1	2	2	2	1	1
WBGene00012867	172	240	147	151	193	189	165
WBGene00012866	84	52	62	73	72	53	41
WBGene00169634	1	1	2	2	5	1	1
WBGene00004265	400	87	205	219	217	46	36
WBGene00005088	3	2	4	6	7	1	2
WBGene00005679	4	4	16	12	10	4	4
WBGene00005675	3	1	2	2	2	1	1
WBGene00005674	14	4	87	85	105	12	5
WBGene00012874	1	3	2	2	2	1	1
WBGene00005672	1	2	4	2	2	2	2
WBGene00012871	46	6	24	23	19	2	3
WBGene00012870	8	6	4	8	10	4	3
WBGene00170596	1	1	2	2	2	1	1
WBGene00169004	1	1	2	2	2	1	1
WBGene00165444	1	2	2	2	2	1	1
WBGene00045201	1080	670	500	569	470	804	532
WBGene00170574	1	2	4	2	5	9	12
WBGene00194917	1	10	6	6	2	11	11
WBGene00012876	3	11	8	8	7	5	9
WBGene00169913	1	1	2	2	2	1	1
WBGene00045059	3	2	4	4	5	4	3
WBGene00170577	1	2	2	2	2	1	1
WBGene00168467	1	1	2	2	2	1	1
WBGene00047726	1	1	2	2	2	5	2
WBGene00172558	1	2	2	2	2	1	1
WBGene00049901	1	2	2	2	2	1	1
WBGene00045286	1	2	6	6	5	2	2
WBGene00046454	1	1	2	2	2	1	1
WBGene00172638	1	1	2	2	2	1	2
WBGene00049745	1	2	2	2	2	1	1
WBGene00172902	1	2	2	2	2	1	1
WBGene00169686	1	1	2	2	2	1	1
WBGene00165242	1	1	2	2	2	1	1
WBGene00165696	1	1	2	2	2	1	1
WBGene00050334	1	1	2	2	2	1	1
WBGene00167445	1	1	2	2	2	1	1
WBGene00168742	1	1	2	2	2	1	1
WBGene00167184	1	1	2	2	2	1	1
WBGene00007452	48	317	36	43	41	5	4
WBGene00007451	1	16	2	2	2	1	1
WBGene00045961	1	1	2	2	2	1	1
WBGene00005684	22	21	26	31	26	56	67
WBGene00168189	1	1	2	2	2	1	1
WBGene00047413	1	2	2	2	2	1	1
WBGene00167152	1	2	2	2	2	1	1
WBGene00168880	1	2	2	2	2	1	1
WBGene00007453	36	2	18	12	19	5	3
WBGene00007454	34	49	26	39	17	30	7
WBGene00048335	1	1	2	2	2	1	1
WBGene00166865	1	1	2	2	2	1	1
WBGene00173707	1	1	4	2	2	1	1
WBGene00172064	1	1	2	2	2	1	1
WBGene00047311	1	1	2	2	2	1	1
WBGene00046833	1	1	2	2	2	1	1
WBGene00046564	1	1	2	2	2	1	1
WBGene00169742	1	1	2	2	2	1	1
WBGene00174200	1	1	2	2	2	1	1
WBGene00170637	1	13	2	2	2	1	1
WBGene00173690	1	13	2	2	2	1	1
WBGene00044256	17	19	6	14	7	12	15
WBGene00172325	1	1	2	2	2	1	1
WBGene00172725	1	1	2	2	2	1	1
WBGene00167128	1	1	2	2	2	1	1
WBGene00165686	1	1	2	2	2	1	1
WBGene00011960	15	12	4	6	24	11	10
WBGene00170684	1	1	2	2	2	1	1
WBGene00166470	1	1	2	2	2	1	1
WBGene00047921	1	1	2	2	2	1	1
WBGene00165179	1	1	2	2	2	1	1
WBGene00011961	6	21	6	6	7	7	3
WBGene00049223	1	1	2	2	2	1	1
WBGene00174674	1	1	2	2	2	1	1
WBGene00048476	1	1	2	2	2	1	1
WBGene00049763	1	1	2	2	2	1	1
WBGene00049936	1	1	2	2	2	1	1
WBGene00048028	1	1	2	2	2	1	1
WBGene00167340	1	1	2	2	2	1	1
WBGene00048362	1	1	2	2	2	1	1
WBGene00168976	1	1	2	2	2	1	1
WBGene00048795	1	1	2	2	2	1	1
WBGene00172541	1	1	2	2	2	1	1
WBGene00172994	1	1	2	2	2	1	1
WBGene00045931	1	1	2	2	2	1	1
WBGene00173429	1	2	2	2	2	1	1
WBGene00173430	1	2	2	2	2	1	1
WBGene00165502	1	2	2	2	2	1	1
WBGene00173953	1	2	2	2	2	1	1
WBGene00168801	1	1	2	2	2	1	1
WBGene00166928	1	1	2	2	2	1	1
WBGene00048953	1	1	2	2	2	1	1
WBGene00050120	4	1	4	2	5	2	1
WBGene00050323	1	1	10	4	5	1	1
WBGene00167939	1	1	10	4	5	1	1
WBGene00048981	1	1	2	2	2	1	1
WBGene00049181	1	1	2	2	2	1	1
WBGene00048250	1	1	2	2	2	1	1
WBGene00047474	3	3	2	2	2	1	1
WBGene00048133	3	3	2	2	2	1	1
WBGene00048990	1	1	2	2	2	1	1
WBGene00168183	1	1	2	2	2	1	1
WBGene00166585	1	1	2	2	2	1	1
WBGene00172291	1	1	2	2	2	1	1
WBGene00165051	1	1	2	2	2	1	1
WBGene00167519	1	1	2	2	2	1	1
WBGene00166555	1	1	2	2	2	1	1
WBGene00172220	1	1	2	2	2	1	1
WBGene00166048	1	1	2	2	2	1	1
WBGene00050600	1	1	2	2	2	1	1
WBGene00169672	1	1	2	2	2	1	1
WBGene00170032	1	1	2	2	2	1	1
WBGene00048201	1	1	2	4	2	1	1
WBGene00173503	1	1	2	4	2	1	1
WBGene00173547	1	1	2	2	2	1	1
WBGene00171782	1	1	2	2	2	1	1
WBGene00048746	1	1	2	2	2	1	1
WBGene00167593	1	1	2	2	2	1	1
WBGene00045934	1	1	2	2	2	1	1
WBGene00172052	1	1	2	2	2	1	1
WBGene00046350	1	1	2	2	2	1	1
WBGene00170856	1	1	2	2	2	1	1
WBGene00165447	1	1	4	2	2	2	7
WBGene00166220	1	2	2	2	2	1	1
WBGene00048525	1	1	2	2	2	2	1
WBGene00169216	1	1	2	2	2	1	1
WBGene00172319	1	1	2	2	2	1	1
WBGene00168178	1	1	2	2	2	1	1
WBGene00047571	1	15	2	2	2	1	2
WBGene00170781	1	1	2	2	2	1	1
WBGene00047515	1	1	2	2	2	1	1
WBGene00171982	1	1	2	2	2	1	1
WBGene00045703	1	1	2	2	2	1	1
WBGene00167826	1	1	2	2	2	1	1
WBGene00171338	1	1	2	2	2	1	1
WBGene00173967	1	1	2	2	2	1	2
WBGene00169474	1	1	2	2	2	1	1
WBGene00167615	1	1	2	2	2	1	1
WBGene00046946	1	1	2	2	2	1	3
WBGene00049374	3	3	2	2	2	2	1
WBGene00049585	1	1	2	2	2	2	1
WBGene00048210	1	1	2	2	2	2	1
WBGene00169116	1	1	2	2	2	1	1
WBGene00170230	1	1	2	2	2	1	1
WBGene00047953	1	1	2	2	2	1	1
WBGene00049448	1	1	2	2	2	1	1
WBGene00174459	1	1	2	2	2	1	1
WBGene00046634	1	1	2	2	2	1	1
WBGene00049162	1	2	2	2	2	1	2
WBGene00046668	1	1	2	2	2	1	1
WBGene00049618	1	1	2	2	2	1	1
WBGene00166016	1	1	2	2	2	1	1
WBGene00167339	1	1	2	2	2	1	1
WBGene00172389	4	1	2	2	2	2	1
WBGene00049651	4	1	2	2	2	2	1
WBGene00165141	1	1	2	2	2	1	1
WBGene00046726	1	1	2	2	2	1	1
WBGene00168619	3	1	2	2	2	1	1
WBGene00166705	1	1	2	2	2	1	1
WBGene00172823	1	1	2	2	2	1	1
