"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WBGene00014450",3.57142857142857,-0.321935065646541,2.81816534763351,0.0130419545888962,0.909078160085659,0.975931265029232
"WBGene00014451",7.57142857142857,-2.06710613257304,2.56095320233477,0.636860525737227,0.424849937955217,0.957977412415446
"WBGene00010957",178.142857142857,-1.23667311099741,1.33702595759658,0.770862191568447,0.379950458565921,0.957977412415446
"WBGene00010958",244.571428571429,-1.19921702738516,1.66555892360186,0.441622350666478,0.506340453441257,0.957977412415446
"WBGene00014452",86.5714285714286,-4.04438320849012,1.89325923440355,3.19304005573425,0.0739523658475958,0.957977412415446
"WBGene00014453",43.2857142857143,-3.61469563759961,1.94919020444705,2.57508202423305,0.108558474391594,0.957977412415446
"WBGene00014455",3,-2.50247197342101,3.01176614521708,0.683044922716388,0.408540183796009,0.957977412415446
"WBGene00014456",4,-3.2894791978673,2.63800037495291,1.59898659171484,0.206046884593478,0.957977412415446
"WBGene00014457",4.28571428571429,-3.11544625500624,2.83093555762537,1.18431541552322,0.276479210579642,0.957977412415446
"WBGene00010960",131.428571428571,-2.84231619774716,0.962179696133485,8.32191240130762,0.00391696599334168,0.309304202686579
"WBGene00014458",25.8571428571429,-2.0524641003271,2.03070972743215,0.895676255468224,0.3439437177215,0.957977412415446
"WBGene00014459",21.8571428571429,-2.82311439582348,2.29036568531999,1.40806286882697,0.235378234361011,0.957977412415446
"WBGene00014460",28.4285714285714,-0.613455693551511,1.85398356249582,0.103869024905293,0.747235146069513,0.957977412415446
"WBGene00010961",127.285714285714,0.66121183556385,1.65460406348183,0.174059607965198,0.676528822458461,0.957977412415446
"WBGene00014461",18.2857142857143,-1.8930809570092,2.03584113511294,0.768556722428578,0.380663912424686,0.957977412415446
"WBGene00014462",20.7142857142857,-0.703287079545597,2.03306512557307,0.114815276759657,0.734727230051325,0.957977412415446
"WBGene00014463",85.8571428571429,1.70512450553393,1.32990696447448,1.85143993498757,0.173616014234909,0.957977412415446
"WBGene00014464",56.1428571428571,-1.21444371235554,1.42180640657361,0.673824978191504,0.411721215623707,0.957977412415446
"WBGene00000829",242.285714285714,1.15345113671801,0.966541560441632,1.49425515583246,0.221557420303275,0.957977412415446
"WBGene00014465",11.2857142857143,-0.917537479094936,2.0943896278892,0.182920817999118,0.668875059129583,0.957977412415446
"WBGene00010962",371.714285714286,-2.12279749411361,0.818263417945283,6.50792221225801,0.0107394923930734,0.515596475171684
"WBGene00014466",96.7142857142857,-2.31535340257497,1.75878439803434,1.33571269756688,0.247791460083839,0.957977412415446
"WBGene00014467",12.8571428571429,-4.23943762074232,2.48653458345254,2.63383414621457,0.104608824838721,0.957977412415446
"WBGene00014468",12.5714285714286,-5.18759459461659,2.28955833649946,5.37685511103161,0.0204056297180009,0.691107347999216
"WBGene00014469",5.42857142857143,-2.04729387006825,2.76998400857998,0.53795406229009,0.463281868316003,0.957977412415446
"WBGene00010965",119.428571428571,-1.60391996494304,0.995212391876403,2.46575827790996,0.116351539971128,0.957977412415446
"WBGene00014471",16.2857142857143,-2.22238461583127,2.0965874958988,0.990625970742094,0.319589429894379,0.957977412415446
"WBGene00010966",87.8571428571429,-1.87203797032525,1.78123348296762,0.904164743252267,0.34166743959132,0.957977412415446
"WBGene00010967",215,0.776560068464565,1.30079399049699,0.380186523252505,0.537503429174246,0.957977412415446
"WBGene00014473",30.8571428571429,-2.32548135104512,2.02719963208693,1.12892714188153,0.288004297175444,0.957977412415446
"WBGene00021406",54.2857142857143,-0.744220724490654,0.895185699238065,0.687764148945668,0.406925919244515,0.957977412415446
"WBGene00021405",24.7142857142857,-4.14293481758239,1.70345227539761,5.89425802653837,0.0151903279012429,0.604421374000428
"WBGene00021404",11.5714285714286,1.8821124078918,1.64072875656309,1.38562014916968,0.239146146342504,0.957977412415446
"WBGene00021403",12.7142857142857,-1.74023564965987,1.41718226100557,1.4958735217405,0.221307381280381,0.957977412415446
"WBGene00195502",61.1428571428571,0.946598221672519,0.888645508805421,1.13944224185231,0.285770215463837,0.957977412415446
"WBGene00166500",1.71428571428571,-1.41501703326787,3.37822229678204,0.17488215476898,0.675808837080108,0.957977412415446
"WBGene00235260",186.714285714286,-0.26967929033913,0.810640554763891,0.110141071473976,0.739983585090827,0.957977412415446
"WBGene00023131",1.71428571428571,0.584959745742855,3.16755104425859,0.0342365754627174,0.853204499398274,0.971874761364957
"WBGene00235261",2.14285714285714,-1.87444388200185,3.26797723484805,0.327167284507251,0.567331873702216,0.957977412415446
"WBGene00235262",2.42857142857143,-0.58494946763833,2.72726077559054,0.0459511382132618,0.830264643046929,0.971874761364957
"WBGene00201447",1.42857142857143,-0.999984282459881,3.51201829431906,0.0809235206044079,0.77604976378345,0.957977412415446
"WBGene00006599",60.2857142857143,-1.08732538183114,0.877999666842242,1.52006941529863,0.217608988945493,0.957977412415446
"WBGene00017927",28.5714285714286,-0.864021525972385,1.03196143156879,0.697481632513473,0.403631198252727,0.957977412415446
"WBGene00023277",20.2857142857143,-1.07985241018515,1.19383093717157,0.814252001095269,0.366866123857532,0.957977412415446
"WBGene00196821",2,1.3219189940731,3.01539956682554,0.193992387604471,0.6596143541794,0.957977412415446
"WBGene00017926",4.28571428571429,0.963466006167443,2.03864594802432,0.223045011461394,0.636729503060345,0.957977412415446
"WBGene00023019",3.42857142857143,-3.22236056711044,2.38951766477436,1.8231593895377,0.176937665767627,0.957977412415446
"WBGene00197291",2.14285714285714,0.754878839099233,2.95307068191135,0.0658366556918644,0.797497961950491,0.966608016067798
