"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WBGene00014450",11.625,3.56477331797715,1.98553515463053,3.64080672720032,0.0563796093801129,0.999080862006025
"WBGene00014451",23.5,2.43538413276192,1.01512408169216,5.71617550315035,0.016809306091516,0.660564679632776
"WBGene00010957",1927.25,0.231797124743244,0.381319192466828,0.369356713175392,0.5433551235084,0.999080862006025
"WBGene00010958",896.25,0.414788517605376,0.398971291798996,1.07949412191279,0.298810751929518,0.999080862006025
"WBGene00014452",18,1.35192232644719,1.04647519068094,1.66272413916359,0.197235917108698,0.999080862006025
"WBGene00014453",237.375,1.02881259784443,0.781085905072147,1.7219786969775,0.189438542355907,0.999080862006025
"WBGene00014455",8.375,2.10852273672823,1.82221243247318,1.35448261299222,0.244495986494033,0.999080862006025
"WBGene00014456",5.875,0.20645442434671,2.00743584398487,0.0106001365336965,0.917997126751474,0.999080862006025
"WBGene00014457",516.75,-0.22320787518917,0.408328164329017,0.298710652909421,0.584691856818552,0.999080862006025
"WBGene00010959",7741.625,0.0930657448039433,0.327664742160826,0.0806655467849708,0.776397500497683,0.999080862006025
"WBGene00010960",5993.375,0.0259444465135146,0.347368651732942,0.0055783490114294,0.940462680407827,0.999080862006025
"WBGene00014458",25.125,0.935429486196856,1.09774393592487,0.718894971917528,0.396506617747457,0.999080862006025
"WBGene00014459",32.75,0.416368645100453,1.53229255112554,0.0745088500694848,0.784881586188913,0.999080862006025
"WBGene00014460",24.625,2.32896212338383,0.972188725030518,5.79826334068255,0.0160420117256658,0.653318781739379
"WBGene00010961",3293.625,-0.847970232470497,0.373992642268251,5.10960843229883,0.0237936897178023,0.738349597484645
"WBGene00014461",478.25,-0.0490021409496362,1.01881383607692,0.00232456502914857,0.961545897470856,0.999080862006025
"WBGene00014462",6.625,-0.151995448063145,1.99993244114595,0.005768641320266,0.939457626630349,0.999080862006025
"WBGene00014463",4.625,-1.66294972952332,1.9430022204447,0.733664471045245,0.391697963476491,0.999080862006025
"WBGene00014464",31.5,-0.169050499055661,1.18806196680487,0.020424680483174,0.886357358153423,0.999080862006025
"WBGene00000829",17473.625,-0.0545191931943517,0.302502894007632,0.0324809349832265,0.856976184467906,0.999080862006025
"WBGene00014465",19.5,-0.737822044384786,0.983001740185219,0.563229069709216,0.452962119299882,0.999080862006025
"WBGene00010962",14790.875,0.625378538637023,0.3100082500521,4.05575188915699,0.0440211108704314,0.890775973448654
"WBGene00014466",70.125,-0.247927271511407,0.537809434469811,0.212503038391461,0.644812582204791,0.999080862006025
"WBGene00010963",8916.375,-0.0294733061003369,0.331580052467776,0.00790091558852168,0.929171639959957,0.999080862006025
"WBGene00010964",28618.375,-0.312515392090654,0.367648971585667,0.721948161569827,0.395505619441814,0.999080862006025
"WBGene00014467",20.125,-0.273468768539002,1.18240928597645,0.0539152598375807,0.816385320438983,0.999080862006025
"WBGene00014468",21.125,0.186805830728797,1.26169119422239,0.0217471481848364,0.882761733609695,0.999080862006025
"WBGene00014469",2.625,0.321929486254729,2.74249213189776,0.0138422027508511,0.906342695005551,0.999080862006025
"WBGene00014470",28.5,0.325323163337402,1.66892204356024,0.0379604076247517,0.845522662934745,0.999080862006025
"WBGene00010965",10719.375,0.41481713473902,0.355678445012781,1.35816570229542,0.243855634494773,0.999080862006025
"WBGene00014471",89.125,-0.424622676404624,0.587354150237315,0.524174733916581,0.469066271870383,0.999080862006025
"WBGene00010966",940,-0.0762916237984422,0.415695369830255,0.0336810495044944,0.854386908676056,0.999080862006025
"WBGene00010967",14351.875,-0.0228849216254611,0.351194924681422,0.00424619395155901,0.948044358387993,0.999080862006025
"WBGene00014473",35.125,-1.44767135788541,0.840881957070496,2.95577155717055,0.0855714540285682,0.999080862006025
"WBGene00021406",705.375,-0.0765039450668959,0.332229833534338,0.0530243594791955,0.817881824723104,0.999080862006025
"WBGene00021405",54.75,-0.0232573953161989,0.645746309145369,0.0012968239415585,0.971273235624087,0.999080862006025
"WBGene00021404",56.625,-0.124367946832275,0.610318215312058,0.0415201136501651,0.838537263011959,0.999080862006025
"WBGene00021403",18.625,0.0390280780179707,1.079551583153,0.00130613074077957,0.971170384228893,0.999080862006025
"WBGene00195502",1.625,0.584959449681472,3.06060960865311,0.0366918008032364,0.84809389687182,0.999080862006025
"WBGene00166500",1.75,0.362569626946103,3.0007356446398,0.0146459707993003,0.903674767190846,0.999080862006025
"WBGene00235260",84.125,-0.614453547294735,0.614795808738376,0.992751288189574,0.319070864083014,0.999080862006025
"WBGene00235261",6,1.4739294244133,1.75924558740169,0.705888722427296,0.400812044347274,0.999080862006025
"WBGene00235262",2.375,0.125530082319475,2.78277427593726,0.00203833666825659,0.963989388154096,0.999080862006025
"WBGene00201447",3.75,-1.92598253066676,2.12899354429559,0.814114100044456,0.366906704508594,0.999080862006025
"WBGene00006599",485.625,-0.133405484507073,0.346401558388833,0.148301522810684,0.700163796643039,0.999080862006025
"WBGene00017927",6.25,0.700437892407016,1.81919958780159,0.150164891925606,0.698377831472762,0.999080862006025
"WBGene00023277",9.625,0.985499739069036,1.49606138327493,0.435029499492053,0.509531312766561,0.999080862006025
"WBGene00196821",1.375,1.16991405512008,3.21732926878508,0.13295273693322,0.715389972249327,NA
"WBGene00000897",348.75,-0.00041648362203362,0.411229339716341,1.02596183637615e-06,0.999191824667932,1
"WBGene00023019",17.25,4.57287452765408,1.96222727839873,6.2077445158801,0.0127192588548995,0.621340278768144
"WBGene00197291",1.375,1.16991405512008,3.21732926878508,0.13295273693322,0.715389972249327,NA
