Condition	GeneID	HS % / WT % 	HS % Antisense over Sense	HS log % Antisense over Sense	HS log rowmean	HS rowmean	OK % / WT % 	OK % Antisense over Sense	OK log % Antisense over Sense	OK log rowmean	OK rowmean	TOTAL_HS_A	TOTAL_HS_S	TOTAL_OK_A	TOTAL_OK_S	TOTAL_WT_A	TOTAL_WT_S	WT % Antisense over Sense	WT log % Antisense over Sense	WT log rowmean	WT rowmean	log Condition (antisense/sense) / WT (antisense/sense) 	log HS % / WT % 	log OK % / WT % 	Antisense up in Condition
HS	WBGene00011731	10.568627450980392	0.11764705882352941	-2.1400661634962708	4.6491870714048655	104.5						22.0	187.0			6	539	0.011131725417439703	-4.497956101680942	5.607638614103299	272.5	2.3578899381846714	2.3578899381846714		True
HS	WBGene00003048	5.052757078986587	0.08524590163934426	-2.4622152385859297	5.1089711948171175	165.5						26.0	305.0			22	1304	0.01687116564417178	-4.0821492891282825	6.4967749901858625	663.0	1.6199340505423527	1.6199340505423527		True
HS	WBGene00010665	21.352081461515425	0.23827493261455526	-1.4343300929638374	7.046212022129153	1148.5						442.0	1855.0			36	3226	0.011159330440173589	-4.495479320229045	7.396948602621014	1631.0	3.061149227265207	3.061149227265207		True
HS	WBGene00018854	77.05714285714286	12.428571428571429	2.5199979695992702	3.8501476017100584	47.0						87.0	7.0			5	31	0.16129032258064516	-1.824549292051046	2.8903717578961645	18.0	4.344547261650316	4.344547261650316		True
HS	WBGene00017294	108.51063829787233	4.340425531914893	1.4679723921341576	4.832305758571839	125.5						204.0	47.0			1	25	0.04	-3.2188758248682006	2.5649493574615367	13.0	4.686848217002359	4.686848217002359		True
HS	WBGene00018719	20.60526315789474	0.09539473684210527	-2.3497318714197477	5.1149953094204985	166.5						29.0	304.0			1	216	0.004629629629629629	-5.375278407684165	4.686750172980514	108.5	3.0255465362644176	3.0255465362644176		True
HS	WBGene00021528	27.224999999999998	1.125	0.11778303565638346	4.085976312551584	59.5						63.0	56.0			5	121	0.04132231404958678	-3.186352633162641	4.143134726391533	63.0	3.304135668819024	3.304135668819024		True
HS	WBGene00001684	120.75	0.11666666666666667	-2.1484344131667874	4.61015772749913	100.5						21.0	180.0			1	1035	0.000966183574879227	-6.942156705699469	6.249975242259483	518.0	4.793722292532682	4.793722292532682		True
HS	WBGene00003124	151.86363636363637	0.5909090909090909	-0.5260930958967791	4.653960350157523	105.0						78.0	132.0			1	257	0.0038910505836575876	-5.54907608489522	4.859812404361672	129.0	5.02298298899844	5.02298298899844		True
HS	WBGene00004951	3.058233890214797	0.022911694510739856	-3.7761078214483472	8.075427103581742	3214.5						144.0	6285.0			48	6407	0.007491805837365382	-4.89394541073113	8.079463122720798	3227.5	1.1178375892827834	1.1178375892827834		True
HS	WBGene00006810	16.47272727272727	0.2727272727272727	-1.2992829841302609	4.584967478670572	98.0						42.0	154.0			5	302	0.016556291390728478	-4.100989104940769	5.033700567027251	153.5	2.801706120810508	2.801706120810508		True
HS	WBGene00006864	39.2	4.2	1.4350845252893227	2.5649493574615367	13.0						21.0	5.0			3	28	0.10714285714285714	-2.2335922215070942	2.740840023925201	15.5	3.6686767467964168	3.6686767467964168		True
HS	WBGene00004350	6.34965034965035	0.18181818181818182	-1.7047480922384253	5.763622475012218	318.5						98.0	539.0			13	454	0.028634361233480177	-3.553147840579811	5.453182077108952	233.5	1.848399748341386	1.848399748341386		True
HS	WBGene00022745	191.75	1.475	0.38865798979178323	3.901972669574645	49.5						59.0	40.0			3	390	0.007692307692307693	-4.867534450455582	5.280662431309316	196.5	5.256192440247365	5.256192440247365		True
HS	WBGene00006410	2.1864108713029573	0.03741007194244604	-3.2858153075433103	6.580639137284949	721.0						52.0	1390.0			9	526	0.017110266159695818	-4.06807663540149	5.589119566336061	267.5	0.7822613278581803	0.7822613278581803		True
HS	WBGene00019960	10.479041916167663	0.20958083832335328	-1.5626457509273415	4.61512051684126	101.0						35.0	167.0			3	150	0.02	-3.912023005428146	4.33729074083249	76.5	2.3493772545008045	2.3493772545008045		True
HS	WBGene00006475	112.5	13.5	2.6026896854443837	3.367295829986474	29.0						54.0	4.0			3	25	0.12	-2.120263536200091	2.6390573296152584	14.0	4.722953221644475	4.722953221644475		True
HS	WBGene00022501	2.700707338638373	0.23563218390804597	-1.4454832325102214	4.677490847567717	107.5						41.0	174.0			13	149	0.087248322147651	-2.4389969484839225	4.394449154672439	81.0	0.9935137159737011	0.9935137159737011		True
HS	WBGene00016103	6.419504643962848	0.04824561403508772	-3.0314503561560704	6.169610732491456	478.0						44.0	912.0			17	2262	0.007515473032714412	-4.89079131261985	7.038344848685739	1139.5	1.8593409564637795	1.8593409564637795		True
HS	WBGene00017427	26.322580645161292	0.967741935483871	-0.03278982282299084	3.417726683613366	30.5						30.0	31.0			5	136	0.03676470588235294	-3.3032169733019514	4.255612709818223	70.5	3.2704271504789606	3.2704271504789606		True
HS	WBGene00015803	28.16	0.23157894736842105	-1.462834438242225	4.762173934797756	117.0						44.0	190.0			5	608	0.008223684210526315	-4.800736969532067	5.725217755376266	306.5	3.3379025312898416	3.3379025312898416		True
HS	WBGene00017687	42.939393939393945	0.33766233766233766	-1.0857088838322018	3.9415818076696905	51.5						26.0	77.0			6	763	0.007863695937090432	-4.845498562056402	5.951943788945699	384.5	3.7597896782242004	3.7597896782242004		True
HS	WBGene00002233	76.38738738738739	139.0	4.9344739331306915	7.293017679772782	1470.0						2919.0	21.0			111	61	1.819672131147541	0.5986563371390229	4.454347296253507	86.0	4.335817595991669	4.335817595991669		True
HS	WBGene00016975	17.361290322580643	0.7419354838709677	-0.29849298855599654	3.295836866004329	27.0						23.0	31.0			5	117	0.042735042735042736	-3.152736022363656	4.110873864173311	61.0	2.854243033807659	2.854243033807659		True
HS	WBGene00003727	16.958333333333332	0.4583333333333333	-0.7801585575495751	3.5553480614894135	35.0						22.0	48.0			1	37	0.02702702702702703	-3.6109179126442243	2.9444389791664403	19.0	2.8307593550946493	2.8307593550946493		True
HS	WBGene00003163	23.478593272171256	0.4243119266055046	-0.8572864182707095	6.836796190041643	931.5						555.0	1308.0			6	332	0.018072289156626505	-4.013375499688434	5.1298987149230735	169.0	3.1560890814177243	3.1560890814177243		True
HS	WBGene00019844	304.8639705882353	3.1029411764705883	1.13235042829996	5.631211781821365	279.0						422.0	136.0			4	393	0.010178117048346057	-4.58751525074937	5.290789100127245	198.5	5.71986567904933	5.71986567904933		True
HS	WBGene00019749	24.53846153846154	2.230769230769231	0.8023464725249373	3.044522437723423	21.0						29.0	13.0			4	44	0.09090909090909091	-2.3978952727983707	3.1780538303479458	24.0	3.200241745323308	3.200241745323308		True
HS	WBGene00015866	22.864321608040196	0.12562814070351758	-2.0744289998562917	4.718498871295094	112.0						25.0	199.0			1	182	0.005494505494505495	-5.204006687076795	4.516338972281476	91.5	3.1295776872205034	3.1295776872205034		True
HS	WBGene00044068	19.74736842105263	0.3684210526315789	-0.9985288301111273	3.9512437185814275	52.0						28.0	76.0			5	268	0.018656716417910446	-3.9815490680767565	4.916324614625014	136.5	2.983020237965629	2.983020237965629		True
HS	WBGene00018522	12.412698412698411	0.047619047619047616	-3.044522437723423	7.0707241072602764	1177.0						107.0	2247.0			9	2346	0.0038363171355498722	-5.563242451877201	7.071148825890573	1177.5	2.518720014153778	2.518720014153778		True
HS	WBGene00018520	26.459035222052066	0.09647779479326186	-2.3384424028848985	5.8805329864007	358.0						63.0	653.0			4	1097	0.0036463081130355514	-5.61404009915534	6.310826956162734	550.5	3.275597696270441	3.275597696270441		True
HS	WBGene00000083	23.823529411764707	0.17647058823529413	-1.7346010553881064	4.605170185988092	100.0						30.0	170.0			4	540	0.007407407407407408	-4.90527477843843	5.605802066295998	272.0	3.170673723050323	3.170673723050323		True
HS	WBGene00000992	22.956521739130434	0.34782608695652173	-1.0560526742493137	3.8394523125933104	46.5						24.0	69.0			1	66	0.015151515151515152	-4.189654742026425	3.5115454388310208	33.5	3.1336020677771117	3.1336020677771117		True
HS	WBGene00004758	50.421455938697314	0.13409961685823754	-2.0091723458332797	4.997212273764115	148.0						35.0	261.0			1	376	0.0026595744680851063	-5.929589143389895	5.2390980068880655	188.5	3.920416797556615	3.920416797556615		True
HS	WBGene00019493	26.47058823529412	0.36764705882352944	-1.000631880307906	3.8394523125933104	46.5						25.0	68.0			3	216	0.013888888888888888	-4.276666119016055	4.695924549256556	109.5	3.2760342387081494	3.2760342387081494		True
HS	WBGene00002234	2.9703637180062867	3.7058823529411766	1.3099213823353166	3.6888794541139363	40.0						63.0	17.0			131	105	1.2476190476190476	0.22123697304362816	4.770684624465665	118.0	1.0886844092916885	1.0886844092916885		True
HS	WBGene00044743	69.0	3.0	1.0986122886681098	2.8903717578961645	18.0						27.0	9.0			1	23	0.043478260869565216	-3.1354942159291497	2.4849066497880004	12.0	4.23410650459726	4.23410650459726		True
HS	WBGene00001463	77.77777777777779	8.333333333333334	2.120263536200091	2.6390573296152584	14.0						25.0	3.0			3	28	0.10714285714285714	-2.2335922215070942	2.740840023925201	15.5	4.353855757707185	4.353855757707185		True
HS	WBGene00008868	2.3466666666666667	8.0	2.0794415416798357	3.9889840465642745	54.0						96.0	12.0			75	22	3.409090909090909	1.2264456601779945	3.8815637979434374	48.5	0.8529958815018414	0.8529958815018414		True
HS	WBGene00006881	10.78125	1.40625	0.3409265869705932	3.6506582412937387	38.5						45.0	32.0			3	23	0.13043478260869565	-2.03688192726104	2.5649493574615367	13.0	2.377808514231633	2.377808514231633		True
HS	WBGene00002271	454.2405498281787	1.0721649484536082	0.0696799206379898	4.61015772749913	100.5						104.0	97.0			3	1271	0.0023603461841070024	-6.048946982521344	6.456769655572163	637.0	6.118626903159334	6.118626903159334		True
HS	WBGene00011076	2314.666666666667	110.22222222222223	4.702498529948653	6.215607598755275	500.5						992.0	9.0			5	105	0.047619047619047616	-3.044522437723423	4.007333185232471	55.0	7.747020967672077	7.747020967672077		True
HS	WBGene00044686	5.74108818011257	1.7560975609756098	0.5630940523117475	4.034240638152395	56.5						72.0	41.0			52	170	0.3058823529411765	-1.1845547184688343	4.709530201312334	111.0	1.747648770780582	1.747648770780582		True
HS	WBGene00008999	2.583686550191254	0.03866432337434095	-3.2528379807680152	5.688668836846153	295.5						22.0	569.0			17	1136	0.014964788732394365	-4.202055255224881	6.3569753397091135	576.5	0.9492172744568655	0.9492172744568655		True
HS	WBGene00008747	44.896551724137936	0.7241379310344828	-0.322773392263051	3.2188758248682006	25.0						21.0	29.0			1	62	0.016129032258064516	-4.127134385045092	3.449987545831587	31.5	3.8043609927820405	3.8043609927820405		True
HS	WBGene00004862	15.411138014527845	0.08716707021791767	-2.439928654504923	6.1070228877422545	449.0						72.0	826.0			15	2652	0.005656108597285068	-5.175019150203543	7.195562343622069	1333.5	2.7350904956986204	2.7350904956986204		True
HS	WBGene00006897	6.688259109311741	1.0769230769230769	0.07410797215372182	3.295836866004329	27.0						28.0	26.0			19	118	0.16101694915254236	-1.8262456452992244	4.22683374526818	68.5	1.9003536174529463	1.9003536174529463		True
HS	WBGene00010334	49.73684210526316	0.5526315789473685	-0.5930637220029626	3.3843902633457743	29.5						21.0	38.0			1	90	0.011111111111111112	-4.499809670330265	3.817712325956905	45.5	3.9067459483273024	3.9067459483273024		True
HS	WBGene00007938	34.11363636363637	3.590909090909091	1.2784053991087057	3.9219733362813143	50.5						79.0	22.0			4	38	0.10526315789473684	-2.2512917986064953	3.044522437723423	21.0	3.5296971977152007	3.5296971977152007		True
HS	WBGene00002029	47.46031746031746	1.0952380952380953	0.0909717782057268	3.091042453358316	22.0						23.0	21.0			3	130	0.023076923076923078	-3.7689221617874726	4.197201947661808	66.5	3.8598939399931993	3.8598939399931993		True
HS	WBGene00002037	2.3754137115839247	0.02723404255319149	-3.603287523778533	6.402746040537586	603.5						32.0	1175.0			9	785	0.011464968152866241	-4.468459140446189	5.983936280687191	397.0	0.8651716166676564	0.8651716166676564		True
HS	WBGene00003003	11.250764525993883	0.07951070336391437	-2.5318636328757713	5.173320876373351	176.5						26.0	327.0			4	566	0.007067137809187279	-4.952299717083292	5.652489180268651	285.0	2.420436084207521	2.420436084207521		True
HS	WBGene00000016	268.8	6.4	1.8562979903656263	2.917770732084279	18.5						32.0	5.0			1	42	0.023809523809523808	-3.7376696182833684	3.068052935133617	21.5	5.5939676086489944	5.5939676086489944		True
HS	WBGene00001560	13.569868995633188	0.048034934497816595	-3.0358267307558693	5.480638923341991	240.0						22.0	458.0			8	2260	0.0035398230088495575	-5.643678550586496	7.033506484287697	1134.0	2.6078518198306266	2.6078518198306266		True
HS	WBGene00008598	82.75862068965517	1.5517241379310345	0.4393666597838457	3.6109179126442243	37.0						45.0	29.0			3	160	0.01875	-3.9765615265657175	4.400603020246817	81.5	4.415928186349563	4.415928186349563		True
HS	WBGene00008599	76.0952380952381	4.857142857142857	1.580450375560848	3.713572066704308	41.0						68.0	14.0			3	47	0.06382978723404255	-2.751535313041949	3.2188758248682006	25.0	4.331985688602797	4.331985688602797		True
HS	WBGene00045245	284.0	4.0	1.3862943611198906	2.995732273553991	20.0						32.0	8.0			1	71	0.014084507042253521	-4.2626798770413155	3.58351893845611	36.0	5.648974238161206	5.648974238161206		True
HS	WBGene00009797	72.25352112676056	0.7605633802816901	-0.2736958304770411	4.135166556742356	62.5						54.0	71.0			3	285	0.010526315789473684	-4.553876891600541	4.969813299576001	144.0	4.2801810611235	4.2801810611235		True
HS	WBGene00008213	50.25	2.25	0.8109302162163288	3.9512437185814275	52.0						72.0	32.0			3	67	0.04477611940298507	-3.1060803307228566	3.5553480614894135	35.0	3.917010546939185	3.917010546939185		True
HS	WBGene00008940	1.3377118644067796	0.029661016949152543	-3.5179216559702966	5.898526551448713	364.5						21.0	708.0			10	451	0.022172949002217297	-3.8088822465086327	5.440250862436703	230.5	0.29096059053833584	0.29096059053833584		True
HS	WBGene00010034	270.23809523809524	32.42857142857143	3.4790398684260895	4.762173934797756	117.0						227.0	7.0			6	50	0.12	-2.120263536200091	3.332204510175204	28.0	5.5993034046261805	5.5993034046261805		True
HS	WBGene00008880	3.0150753768844223	0.04522613065326633	-3.096080247388273	6.030685260261263	416.0						36.0	796.0			3	200	0.015	-4.199705077879927	4.620058798481842	101.5	1.103624830491654	1.103624830491654		True
HS	WBGene00010935	36.14088397790056	0.8121546961325967	-0.2080644444870894	5.099866427824199	164.0						147.0	181.0			8	356	0.02247191011235955	-3.7954891891721947	5.204006687076795	182.0	3.587424744685105	3.587424744685105		True
HS	WBGene00008355	22.500000000000004	0.8333333333333334	-0.1823215567939546	3.6506582412937387	38.5						35.0	42.0			1	27	0.037037037037037035	-3.295836866004329	2.6390573296152584	14.0	3.1135153092103747	3.1135153092103747		True
HS	WBGene00003602	45.12429378531073	0.8305084745762712	-0.18571714579509285	4.68213122712422	108.0						98.0	118.0			3	163	0.018404907975460124	-3.9951379121386528	4.418840607796598	83.0	3.80942076634356	3.80942076634356		True
HS	WBGene00001325	6.265354330708662	0.08211473565804274	-2.4996377943655137	6.175867270105761	481.0						73.0	889.0			10	763	0.01310615989515072	-4.334672938290411	5.957131868027477	386.5	1.835035143924898	1.835035143924898		True
HS	WBGene00004313	2.19412834722281	0.01582131223825035	-4.146397372026349	6.995308175989998	1091.5						34.0	2149.0			22	3051	0.007210750573582432	-4.932182231358354	7.33726238157054	1536.5	0.7857848593320049	0.7857848593320049		True
HS	WBGene00004854	9.677477477477478	0.7387387387387387	-0.302810954048081	4.56954300834494	96.5						82.0	111.0			10	131	0.07633587786259542	-2.5726122302071057	4.255612709818223	70.5	2.2698012761590247	2.2698012761590247		True
HS	WBGene00007351	8.673469387755103	3.5714285714285716	1.2729656758128876	2.772588722239781	16.0						25.0	7.0			14	34	0.4117647058823529	-0.8873031950009028	3.1780538303479458	24.0	2.1602688708137903	2.1602688708137903		True
HS	WBGene00006743	264.0	11.0	2.3978952727983707	2.8903717578961645	18.0						33.0	3.0			1	24	0.041666666666666664	-3.1780538303479458	2.5257286443082556	12.5	5.575949103146316	5.575949103146316		True
HS	WBGene00008974	2.9960912052117266	0.06840390879478828	-2.6823253098637743	5.099866427824199	164.0						21.0	307.0			5	219	0.0228310502283105	-3.7796338173824005	4.718498871295094	112.0	1.0973085075186264	1.0973085075186264		True
HS	WBGene00010433	14.436274509803921	0.15196078431372548	-1.8841327893590702	4.7664383335842135	117.5						31.0	204.0			3	285	0.010526315789473684	-4.553876891600541	4.969813299576001	144.0	2.6697441022414705	2.6697441022414705		True
HS	WBGene00011101	12.057692307692307	2.923076923076923	1.072636802264849	3.2386784521643803	25.5						38.0	13.0			8	33	0.24242424242424243	-1.4170660197866443	3.0204248861443626	20.5	2.4897028220514934	2.4897028220514934		True
HS	WBGene00010725	7.706043956043956	0.12087912087912088	-2.1129642337184795	4.624972813284271	102.0						22.0	182.0			4	255	0.01568627450980392	-4.154969184038536	4.863680881139593	129.5	2.042004950320056	2.042004950320056		True
HS	WBGene00015547	3.003222341568206	0.022556390977443608	-3.791736839553644	6.617402977974478	748.0						33.0	1463.0			14	1864	0.0075107296137339056	-4.8914226656302775	6.844815479208263	939.0	1.0996858260766338	1.0996858260766338		True
HS	WBGene00015545	76.78571428571429	1.7857142857142858	0.5798184952529422	2.970414465569701	19.5						25.0	14.0			1	43	0.023255813953488372	-3.7612001156935624	3.091042453358316	22.0	4.341018610946505	4.341018610946505		True
HS	WBGene00006602	5.206189151599443	0.02920723226703755	-3.5333389199976235	5.91350300563827	370.0						21.0	719.0			4	713	0.005610098176718092	-5.183187059294405	5.881928660039675	358.5	1.6498481392967816	1.6498481392967816		True
HS	WBGene00015868	2.239314516129032	0.0467741935483871	-3.062423648052663	5.782285536144145	324.5						29.0	620.0			8	383	0.020887728459530026	-3.86859344750081	5.27556037942542	195.5	0.8061697994481468	0.8061697994481468		True
HS	WBGene00020732	30.90724273577733	0.10786420283626988	-2.2268822241705077	7.161622002939187	1289.0						251.0	2327.0			13	3725	0.00348993288590604	-5.657872773352123	7.533158807455563	1869.0	3.4309905491816153	3.4309905491816153		True
HS	WBGene00017625	20.3	0.56	-0.579818495252942	3.6635616461296463	39.0						28.0	50.0			4	145	0.027586206896551724	-3.590439381300684	4.310799125385514	74.5	3.0106208860477417	3.0106208860477417		True
HS	WBGene00021679	4.08230452674897	0.5925925925925926	-0.5232481437645479	3.7612001156935624	43.0						32.0	54.0			9	62	0.14516129032258066	-1.929909807708872	3.56953269648137	35.5	1.4066616639443241	1.4066616639443241		True
HS	WBGene00021661	1.8913456321215412	0.18814432989690721	-1.6705458984748822	5.440250862436703	230.5						73.0	388.0			57	573	0.09947643979057591	-2.3078344488801896	5.752572638825633	315.0	0.6372885504053072	0.6372885504053072		True
HS	WBGene00021657	1.405845357010729	0.039832285115303984	-3.223077511721901	6.206575926724928	496.0						38.0	954.0			17	600	0.028333333333333332	-3.56371631115993	5.731721843345443	308.5	0.34063879943802966	0.34063879943802966		True
HS	WBGene00020090	5.170491803278689	0.3114754098360656	-1.1664348850068706	4.382026634673881	80.0						38.0	122.0			5	83	0.060240963855421686	-2.8094026953624978	3.784189633918261	44.0	1.642967810355627	1.642967810355627		True
HS	WBGene00022033	3.467141726049089	0.0688836104513064	-2.6753370036959074	5.41610040220442	225.0						29.0	421.0			3	151	0.019867549668874173	-3.9186675481468147	4.343805421853684	77.0	1.243330544450907	1.243330544450907		True
HS	WBGene00022031	3.608695652173913	0.1956521739130435	-1.6314168191528755	4.412798293340635	82.5						27.0	138.0			9	166	0.05421686746987952	-2.9147632110203237	4.471638793363569	87.5	1.2833463918674481	1.2833463918674481		True
HS	WBGene00021209	4.872320471596999	0.26366559485530544	-1.333073664914981	5.280662431309316	196.5						82.0	311.0			48	887	0.05411499436302142	-2.9166439714016885	6.147399348728742	467.5	1.5835703064867075	1.5835703064867075		True
HS	WBGene00022518	6.165354330708661	0.14173228346456693	-1.9538153285624267	4.976733742420574	145.0						36.0	254.0			14	609	0.022988505747126436	-3.7727609380946383	5.741399338227508	311.5	1.8189456095322118	1.8189456095322118		True
HS	WBGene00022389	23.183168316831683	0.48514851485148514	-0.7233002187306329	4.31748811353631	75.0						49.0	101.0			14	669	0.02092675635276532	-3.86672673051297	5.833347679010845	341.5	3.143426511782337	3.143426511782337		True
HS	WBGene00022386	3.501114488348531	3.4680851063829787	1.2436025990967037	5.3471075307174685	210.0						326.0	94.0			210	212	0.9905660377358491	-0.00947874395454377	5.351858133476067	211.0	1.2530813430512475	1.2530813430512475		True
HS	WBGene00021328	1.4204851752021561	2.4285714285714284	0.8873031950009027	3.1780538303479458	24.0						34.0	14.0			53	31	1.7096774193548387	0.5363047090669756	3.7376696182833684	42.0	0.350998485933927	0.350998485933927		True
HS	WBGene00001745	7.332696715049656	0.21657754010695188	-1.529806642742093	5.427150238391005	227.5						81.0	374.0			14	474	0.029535864978902954	-3.522149992079818	5.497168225293202	244.0	1.9923433493377247	1.9923433493377247		True
HS	WBGene00021691	1.2598531521647396	0.05536332179930796	-2.8938379658726507	6.125776884715576	457.5						48.0	867.0			41	933	0.04394426580921758	-3.124833134143036	6.18826412308259	487.0	0.23099516827038508	0.23099516827038508		True
HS	WBGene00003400	5.30285948549759	0.07328072153325817	-2.6134577124139424	6.16541785423142	476.0						65.0	887.0			11	796	0.013819095477386936	-4.281703913046012	6.000176487710004	403.5	1.66824620063207	1.66824620063207		True
HS	WBGene00044348	2.057823129251701	2.619047619047619	0.9628107475090479	3.6375861597263857	38.0						55.0	21.0			28	22	1.2727272727272727	0.24116205681688804	3.2188758248682006	25.0	0.72164869069216	0.72164869069216		True
HS	WBGene00006702	2.2358918374202217	0.008397715821296607	-4.779795536147575	7.313886831633462	1501.0						25.0	2977.0			8	2130	0.003755868544600939	-5.584435717023635	6.974478911025045	1069.0	0.8046401808760593	0.8046401808760593		True
HS	WBGene00022152	46.86511627906977	0.10232558139534884	-2.279595574769347	4.774912960575186	118.5						22.0	215.0			1	458	0.002183406113537118	-6.126869184114185	5.4359030295006	229.5	3.847273609344838	3.847273609344838		True
HS	WBGene00006771	10.045782307444409	0.2189816306799871	-1.518767430857182	8.238140445662511	3782.5						1359.0	6206.0			80	3670	0.021798365122615803	-3.8259203063747345	7.536363938404511	1875.0	2.3071528755175525	2.3071528755175525		True
HS	WBGene00022160	2.2341549295774645	3.375	1.2163953243244932	3.5553480614894135	35.0						54.0	16.0			71	47	1.5106382978723405	0.41253227533125686	4.07753744390572	59.0	0.8038630489932362	0.8038630489932362		True
HS	WBGene00022161	5.749999999999999	6.75	1.9095425048844386	2.740840023925201	15.5						27.0	4.0			27	23	1.173913043478261	0.16034265007517945	3.2188758248682006	25.0	1.7491998548092589	1.7491998548092589		True
HS	WBGene00016907	41.46878121878122	0.29895104895104896	-1.207475434877138	5.917548864157814	371.5						171.0	572.0			14	1942	0.007209062821833162	-4.932416319236012	6.885509670034818	978.0	3.7249408843588734	3.7249408843588734		True
HS	WBGene00004441	2.180883837469786	0.004379773410069859	-5.4307582887927355	10.230919044505193	27748.0						242.0	55254.0			18	8963	0.002008256164230726	-6.210488513461197	8.409719333111005	4490.5	0.7797302246684614	0.7797302246684614		True
HS	WBGene00001196	228.79441018500097	1.062363238512035	0.06049589683717486	6.848535919322166	942.5						971.0	914.0			11	2369	0.004643309413254538	-5.372327931360415	7.081708586105575	1190.0	5.43282382819759	5.43282382819759		True
HS	WBGene00022139	5.917592592592593	0.08148148148148149	-2.507379505640059	5.389071729816501	219.0						33.0	405.0			8	581	0.013769363166953529	-4.2853092151720755	5.685279003091641	294.5	1.7779297095320163	1.7779297095320163		True
HS	WBGene00021766	7.85531914893617	0.11063829787234042	-2.201488976122677	5.564520407322694	261.0						52.0	470.0			9	639	0.014084507042253521	-4.2626798770413155	5.780743515792329	324.0	2.0611909009186387	2.0611909009186387		True
HS	WBGene00017399	3.3000000000000003	2.1	0.7419373447293773	2.740840023925201	15.5						21.0	10.0			14	22	0.6363636363636364	-0.45198512374305727	2.8903717578961645	18.0	1.1939224684724346	1.1939224684724346		True
HS	WBGene00017398	18.150537634408604	0.25806451612903225	-1.3545456628053103	4.579852378003801	97.5						40.0	155.0			3	211	0.014218009478672985	-4.253245844807957	4.672828834461906	107.0	2.8987001820026466	2.8987001820026466		True
HS	WBGene00000020	4.461829652996845	0.10725552050473186	-2.232541249261119	5.167639042905921	175.5						34.0	317.0			15	624	0.02403846153846154	-3.7281001672672174	5.766757273817589	319.5	1.4955589180060982	1.4955589180060982		True
HS	WBGene00021469	1.2961954861062142	0.06931144550843593	-2.6691452275716117	7.066893500320434	1172.5						152.0	2193.0			97	1814	0.053472987872105845	-2.928578652171699	6.862234763680328	955.5	0.25943342460008717	0.25943342460008717		True
HS	WBGene00004226	12.65625	1.125	0.11778303565638346	5.318119993844216	204.0						216.0	192.0			8	90	0.08888888888888889	-2.4203681286504293	3.8918202981106265	49.0	2.5381511643068126	2.5381511643068126		True
HS	WBGene00000832	1.5935268919562113	0.03769633507853403	-3.2781924020246205	6.205567353770043	495.5						36.0	955.0			11	465	0.023655913978494623	-3.7441421327889857	5.472270673671475	238.0	0.4659497307643655	0.4659497307643655		True
HS	WBGene00017979	7.077079796264856	0.057724957555178265	-2.8520656590354254	5.741399338227508	311.5						34.0	589.0			5	613	0.008156606851549755	-4.808927023502111	5.733341276897746	309.0	1.9568613644666857	1.9568613644666857		True
HS	WBGene00022127	13.294979079497908	0.032426778242677826	-3.428770708566255	6.894670039433482	987.0						62.0	1912.0			5	2050	0.0024390243902439024	-6.016157159698354	6.934883946370389	1027.5	2.5873864511320983	2.5873864511320983		True
HS	WBGene00022129	28.7	1.1388888888888888	0.13005312824819776	3.6506582412937387	38.5						41.0	36.0			5	126	0.03968253968253968	-3.2268439945173775	4.182050142641207	65.5	3.3568971227655755	3.3568971227655755		True
HS	WBGene00022125	5.454545454545454	3.0	1.0986122886681098	3.58351893845611	36.0						54.0	18.0			33	60	0.55	-0.5978370007556204	3.8394523125933104	46.5	1.69644928942373	1.69644928942373		True
HS	WBGene00022131	24.685185185185187	0.8611111111111112	-0.1495317339709637	3.5115454388310208	33.5						31.0	36.0			6	172	0.03488372093023256	-3.355735007585398	4.48863636973214	89.0	3.206203273614434	3.206203273614434		True
HS	WBGene00000237	5.101010101010101	0.07575757575757576	-2.580216829592325	5.178970608915471	177.5						25.0	330.0			6	404	0.01485148514851485	-4.209655408733095	5.3230099791384085	205.0	1.62943857914077	1.62943857914077		True
HS	WBGene00000625	1.0720104268491364	0.12544802867383512	-2.075863720331952	5.056245805348308	157.0						35.0	279.0			11	94	0.11702127659574468	-2.145399509471633	3.960813169597578	52.5	0.06953578913968128	0.06953578913968128		True
HS	WBGene00001481	1.286549707602339	0.060941828254847646	-2.797835504974565	5.2548878086207	191.5						22.0	361.0			18	380	0.04736842105263158	-3.0497994948242666	5.293304824724492	199.0	0.25196398984970164	0.25196398984970164		True
HS	WBGene00021834	1.9986690328305237	0.3469387755102041	-1.0586069540544105	4.59511985013459	99.0						51.0	147.0			92	530	0.17358490566037735	-1.7510884294971272	5.739792912179234	311.0	0.6924814754427168	0.6924814754427168		True
HS	WBGene00021036	3.1405135520684735	0.026390870185449358	-3.634737154950311	6.578556526327422	719.5						37.0	1402.0			13	1547	0.008403361344537815	-4.77912349311153	6.659293919683638	780.0	1.1443863381612185	1.1443863381612185		True
HS	WBGene00021641	6.124675324675326	0.7714285714285715	-0.25951119548508456	3.4339872044851463	31.0						27.0	35.0			33	262	0.12595419847328243	-2.071836942294617	4.993828175779875	147.5	1.8123257468095322	1.8123257468095322		True
HS	WBGene00004272	3.575924468922109	0.023603461841070025	-3.7463618895272988	6.47774129795256	650.5						30.0	1271.0			4	606	0.006600660066006601	-5.020585624949423	5.720311776607412	305.0	1.2742237354221253	1.2742237354221253		True
