Condition	GeneID	HS % / WT % 	HS % Antisense over Sense	HS log % Antisense over Sense	HS log rowmean	HS rowmean	OK % / WT % 	OK % Antisense over Sense	OK log % Antisense over Sense	OK log rowmean	OK rowmean	TOTAL_HS_A	TOTAL_HS_S	TOTAL_OK_A	TOTAL_OK_S	TOTAL_WT_A	TOTAL_WT_S	WT % Antisense over Sense	WT log % Antisense over Sense	WT log rowmean	WT rowmean	log Condition (antisense/sense) / WT (antisense/sense) 	log HS % / WT % 	log OK % / WT % 	Antisense up in Condition
HS	WBGene00007107	2.9220067453625638	0.048903878583473864	-3.017898569011251	5.739792912179234	311.0						29.0	593.0			8	478	0.016736401673640166	-4.09016919081162	5.493061443340548	243.0	1.0722706218003688	1.0722706218003688		True
HS	WBGene00007109	9.335671067106711	0.0319031903190319	-3.4450492641910047	6.150602768446279	469.0						29.0	909.0			8	2341	0.0034173430158052115	-5.678891925811075	7.068597804098967	1174.5	2.23384266162007	2.23384266162007		True
HS	WBGene00007111	1.5095246550324675	0.007279829545454545	-4.92264783113357	7.950326176766622	2836.5						41.0	5632.0			14	2903	0.004822597313124354	-5.334442634409371	7.285163789307776	1458.5	0.4117948032758007	0.4117948032758007		True
HS	WBGene00002223	7.862672895484107	0.035174498488595766	-3.3474339336925425	7.540887027132095	1883.5						128.0	3639.0			15	3353	0.0044736057262153295	-5.409560545364019	7.428927194802272	1684.0	2.062126611671476	2.062126611671476		True
HS	WBGene00002192	3.551116703365839	0.016042780748663103	-4.132496328186477	6.633318433280377	760.0						24.0	1496.0			17	3763	0.00451767207015679	-5.399758446537221	7.5443321080536885	1890.0	1.2672621183507444	1.2672621183507444		True
HS	WBGene00200561	3.832291874166807	7443.428571428572	8.915086851170924	10.167984157333816	26055.5						52104.0	7.0			93230	48	1942.2916666666667	7.571623826382848	10.750192379971189	46639.0	1.3434630247880757	1.3434630247880757		True
HS	WBGene00003148	12.912280701754383	0.026733500417710943	-3.6218378027582467	6.42080892900609	614.5						32.0	1197.0			3	1449	0.002070393374741201	-6.180016653652572	6.587550014824796	726.0	2.558178850894326	2.558178850894326		True
HS	WBGene00006406	19.328644356211004	0.03549145126002755	-3.3384634210767374	8.762411297048757	6389.5						438.0	12341.0			15	8169	0.001836210062431142	-6.300051580239659	8.316789127071518	4092.0	2.961588159162922	2.961588159162922		True
HS	WBGene00004360	30.528255528255528	0.6756756756756757	-0.39204208777602373	5.736572297479192	310.0						250.0	370.0			11	497	0.022132796780684104	-3.8106947532982582	5.537334267018537	254.0	3.4186526655222345	3.4186526655222345		True
HS	WBGene00008720	27.795378173911484	0.18363312907689266	-1.6948153754780977	8.004365564979574	2994.0						929.0	5059.0			22	3330	0.006606606606606606	-5.019685129616174	7.424165281042028	1676.0	3.324869754138076	3.324869754138076		True
HS	WBGene00009587	196.46058619568748	1.5038736591179975	0.40804421875316554	8.343196883368273	4201.5						5047.0	3356.0			33	4311	0.007654836464857342	-4.872417613280654	7.683403681053826	2172.0	5.2804618320338195	5.2804618320338195		True
HS	WBGene00003415	4.623698959167334	0.010008006405124099	-4.604369865817322	7.140056768081112	1261.5						25.0	2498.0			6	2772	0.0021645021645021645	-6.135564891081739	7.236339342754344	1389.0	1.5311950252644166	1.5311950252644166		True
HS	WBGene00010233	6.445833333333333	0.058333333333333334	-2.841581593726733	5.249652194566756	190.5						21.0	360.0			4	442	0.00904977375565611	-4.705015520957807	5.407171771460119	223.0	1.8634339272310747	1.8634339272310747		True
HS	WBGene00004192	1.8648648648648647	23.0	3.1354942159291497	4.0943445622221	60.0						115.0	5.0			629	51	12.333333333333334	2.512305623976115	5.8289456176102075	340.0	0.6231885919530349	0.6231885919530349		True
HS	WBGene00011726	2.77037037037037	0.8148148148148148	-0.20479441264601328	3.8918202981106265	49.0						44.0	54.0			55	187	0.29411764705882354	-1.2237754316221157	4.795790545596741	121.0	1.0189810189761024	1.0189810189761024		True
HS	WBGene00011739	1.104382332643202	0.2686335403726708	-1.3144071316065749	6.012491914300058	408.5						173.0	644.0			81	333	0.24324324324324326	-1.413693335308005	5.332718793265369	207.0	0.09928620370143026	0.09928620370143026		True
HS	WBGene00009435	1.4840578031334164	0.007297790391242651	-4.920183662777628	7.817826711042375	2484.5						36.0	4933.0			14	2847	0.004917456972251493	-5.314963757662779	7.265779312490165	1430.5	0.3947800948851507	0.3947800948851507		True
HS	WBGene00016589	1.9727891156462583	0.3225806451612903	-1.1314021114911006	6.7339969528486705	840.5						410.0	1271.0			147	899	0.1635150166852058	-1.810850447692884	6.259581464064923	523.0	0.6794483362017832	0.6794483362017832		True
HS	WBGene00000376	1.3383800370541916	0.008337193144974525	-4.787028672618643	8.091168169342712	3265.5						54.0	6477.0			32	5137	0.006229316721822076	-5.078488627667541	7.857287344636094	2584.5	0.29145995504889854	0.29145995504889854		True
HS	WBGene00009211	3.634794123835101	0.39316757630887406	-0.9335193551751619	8.144969417087875	3446.0						1945.0	4947.0			147	1359	0.10816777041942605	-2.2240718273724074	6.6240652277998935	753.0	1.2905524721972454	1.2905524721972454		True
HS	WBGene00009218	33.06934306569343	0.5985401459854015	-0.5132616785638717	4.695924549256556	109.5						82.0	137.0			4	221	0.01809954751131222	-4.011868340397862	4.722953221644475	112.5	3.4986066618339904	3.4986066618339904		True
HS	WBGene00007779	2.6162790697674416	0.3787878787878788	-0.9707789171582248	3.817712325956905	45.5						25.0	66.0			43	297	0.1447811447811448	-1.9325320231091372	5.135798437050262	170.0	0.9617531059509123	0.9617531059509123		True
HS	WBGene00007778	4.077097505668934	0.9841269841269841	-0.01600034134644119	4.8283137373023015	125.0						124.0	126.0			28	116	0.2413793103448276	-1.4213856809311607	4.276666119016055	72.0	1.4053853395847193	1.4053853395847193		True
HS	WBGene00008555	10.847058823529412	0.07058823529411765	-2.6508917872622613	6.3826616834184415	591.5						78.0	1105.0			9	1383	0.006507592190889371	-5.034785754328539	6.54534966033442	696.0	2.3838939670662773	2.3838939670662773		True
HS	WBGene00003150	2.8425742574257424	0.011386138613861386	-4.4753585744661	6.929027414257677	1021.5						23.0	2020.0			23	5742	0.004005572971090212	-5.520068644751859	7.966413252143214	2882.5	1.0447100702857588	1.0447100702857588		True
HS	WBGene00009889	167.7	64.5	4.1666652238017265	4.182050142641207	65.5						129.0	2.0			15	39	0.38461538461538464	-0.9555114450274363	3.295836866004329	27.0	5.122176668829163	5.122176668829163		True
HS	WBGene00004156	6.6976744186046515	0.8837209302325582	-0.12361395596717664	4.394449154672439	81.0						76.0	86.0			19	144	0.13194444444444445	-2.02537432040956	4.400603020246817	81.5	1.9017603644423835	1.9017603644423835		True
HS	WBGene00044745	9.147727272727272	0.17045454545454544	-1.7692866133759966	4.634728988229636	103.0						30.0	176.0			3	161	0.018633540372670808	-3.982792076316353	4.406719247264253	82.0	2.2135054629403568	2.2135054629403568		True
HS	WBGene00012875	2.588495575221239	0.04601769911504425	-3.0787291931249587	5.688668836846153	295.5						26.0	565.0			8	450	0.017777777777777778	-4.029806041084529	5.43372200355424	229.0	0.9510768479595707	0.9510768479595707		True
HS	WBGene00004265	18.18181818181818	0.43636363636363634	-0.8292793548845253	3.676300671907076	39.5						24.0	55.0			6	250	0.024	-3.7297014486341915	4.852030263919617	128.0	2.900422093749666	2.900422093749666		True
HS	WBGene00007460	54.69444444444445	0.3055555555555556	-1.1856236656577395	4.255612709818223	70.5						33.0	108.0			1	179	0.00558659217877095	-5.187385805840755	4.499809670330265	90.0	4.001762140183016	4.001762140183016		True
HS	WBGene00006580	49.06666666666666	0.9142857142857143	-0.08961215868968717	3.5115454388310208	33.5						32.0	35.0			3	161	0.018633540372670808	-3.982792076316353	4.406719247264253	82.0	3.893179917626666	3.893179917626666		True
HS	WBGene00010374	7.453703703703703	0.21604938271604937	-1.5322482737429703	4.590056548178043	98.5						35.0	162.0			6	207	0.028985507246376812	-3.5409593240373143	4.66814498514948	106.5	2.0087110502943437	2.0087110502943437		True
HS	WBGene00001562	6.5597147950089125	0.0427807486631016	-3.1516670751747506	5.966146739123692	390.0						32.0	748.0			9	1380	0.006521739130434782	-5.032614200815031	6.543192162194399	694.5	1.8809471256402803	1.8809471256402803		True
